FILE NAME,MeanD_FULL_IMAGE,MeanD_LUNG_PART,LABEL
COVID-72,132.8293083969978,98.10236414634898,COVID
COVID-73,139.01536895560452,112.35808433545135,COVID
COVID-74,149.44208677755282,122.10056488185218,COVID
COVID-75,141.2522231294952,110.37010413167619,COVID
COVID-76,148.80351450207493,125.42336532693461,COVID
COVID-77,185.38185255198488,170.5727361977362,COVID
COVID-78,127.53256674981264,99.16370201066614,COVID
COVID-79,165.1361953445711,147.96544566544566,COVID
COVID-80,152.7332244605765,118.02915198009538,COVID
COVID-81,146.26675316830907,117.60759446868299,COVID
COVID-82,177.33793805438418,151.24981966818947,COVID
COVID-83,143.23358799118577,88.57876496534341,COVID
COVID-84,153.75001398194652,96.26673255584107,COVID
COVID-85,169.2851310388027,164.97629575933308,COVID
COVID-86,101.4182056129126,63.52864979181812,COVID
COVID-87,131.85593002315412,84.78969547586865,COVID
COVID-88,170.34409011084887,142.03118920233464,COVID
COVID-89,164.2279952125815,129.52504905166776,COVID
COVID-90,171.91219337591303,121.52010610079576,COVID
COVID-91,156.09930537689735,117.78829029385574,COVID
COVID-92,134.86937506291875,114.81033732993725,COVID
COVID-93,150.7290186910661,117.98414790890816,COVID
COVID-94,146.2106799700227,115.43473352279364,COVID
COVID-95,134.8814666502612,117.16205055896867,COVID
COVID-96,135.99980984552747,102.67209817623998,COVID
COVID-97,152.76642319437144,120.4588092345079,COVID
COVID-98,132.5829576850371,70.66567758560106,COVID
COVID-99,136.44042012952875,94.85587583148559,COVID
COVID-100,152.87856959094418,120.45144663262825,COVID
COVID-101,117.82074026017607,74.49712554035385,COVID
COVID-102,97.79265332602543,69.26654561960963,COVID
COVID-103,143.27027661882977,111.68124704082747,COVID
COVID-104,138.7426874419749,107.27041147222022,COVID
COVID-105,110.61999306495453,82.37184657501987,COVID
COVID-106,166.97408306394783,124.92250233426704,COVID
COVID-107,135.83568416460665,141.05416556266323,COVID
COVID-108,126.8234136083489,120.21850642861901,COVID
COVID-109,119.50928960526169,88.2588691796009,COVID
COVID-110,147.2875247480453,130.32196926362354,COVID
COVID-111,131.47088958736478,126.73344173871659,COVID
COVID-112,128.5333049965884,101.01253573784913,COVID
COVID-113,151.20286126553395,122.44179489245147,COVID
COVID-114,147.06351159383004,115.33792428689696,COVID
COVID-115,68.81879397322177,51.96187055856957,COVID
COVID-116,143.75099831098086,122.05583012996522,COVID
COVID-117,122.88107515575888,105.80650154798762,COVID
COVID-118,93.48299236026443,54.77001266521612,COVID
COVID-119,148.82423015402512,116.89226197412889,COVID
COVID-120,135.2594154427803,101.9463161950426,COVID
COVID-121,70.54305880247425,41.590252584023546,COVID
COVID-122,148.5703851187347,108.44146575506777,COVID
COVID-123,136.77128891175713,116.68569971341138,COVID
COVID-124,189.3906443999508,158.81716444764302,COVID
COVID-125,127.56780125501952,134.8140565762613,COVID
COVID-126,153.25962796836725,103.97594482129624,COVID
COVID-127,190.018612767195,164.22158142358475,COVID
COVID-128,164.43462601089473,149.973393161853,COVID
COVID-129,135.28024295030258,109.03637331440738,COVID
COVID-130,173.7343877585262,150.28758149642968,COVID
COVID-131,116.53271216205636,121.6641571934051,COVID
COVID-132,118.44452522902428,93.25256704216928,COVID
COVID-133,126.5894005659892,93.63769613223994,COVID
COVID-134,141.81379402914956,118.70523525513585,COVID
COVID-135,154.0686793212604,143.54317337275742,COVID
COVID-136,126.0268677084149,102.15924028610091,COVID
COVID-137,168.32231183096386,133.40622768175976,COVID
COVID-138,121.78961085446471,101.48077869769523,COVID
COVID-139,168.32231183096386,133.40622768175976,COVID
COVID-140,146.39740047650474,127.03785473785474,COVID
COVID-141,159.00044742228835,115.51285018270401,COVID
COVID-142,132.38653930045524,125.11434029989,COVID
COVID-143,168.04105099495533,147.4141308946529,COVID
COVID-144,140.75493562711827,110.04856870229008,COVID
COVID-145,154.03441795953066,127.3741881519386,COVID
COVID-146,137.2662386326775,113.90937111339426,COVID
COVID-147,148.55082157917695,128.43595319774565,COVID
COVID-148,137.52145949150457,119.2847250718096,COVID
COVID-149,148.52508361204013,126.34630610538053,COVID
COVID-150,129.991633203208,88.778039312851,COVID
COVID-151,147.68180445408888,100.60746424173534,COVID
COVID-152,186.15957315913693,163.09570505094774,COVID
COVID-153,151.04697934027584,105.84692214687483,COVID
COVID-154,166.23286092996722,123.88608181712829,COVID
COVID-155,166.12498741624813,124.9317760655418,COVID
COVID-156,122.48726524311809,90.71973989428452,COVID
COVID-157,184.44680708269482,152.87823259937934,COVID
COVID-158,160.48024071319114,112.49703684617367,COVID
COVID-159,173.4567174863816,126.64291814078321,COVID
COVID-160,149.84613147503944,126.16477942911064,COVID
COVID-161,137.722575810114,117.2066976634689,COVID
COVID-162,167.44446930123823,134.2108302644794,COVID
COVID-163,180.48167246451382,152.7574706831371,COVID
COVID-164,167.16185501280745,122.67454322967214,COVID
COVID-165,94.88748448003938,73.1472382314585,COVID
COVID-166,136.1582420778291,86.13344104457927,COVID
COVID-167,164.12601648751132,124.03544672586015,COVID
COVID-168,128.15533383295488,100.90326656978581,COVID
COVID-169,101.43573338105838,63.435822675767014,COVID
COVID-170,167.91258487041532,127.27471370277742,COVID
COVID-171,147.78795539199785,137.30584000811112,COVID
COVID-172,159.1333318419257,120.9869822485207,COVID
COVID-173,158.72380622140693,112.34202563189747,COVID
COVID-174,147.70277737385487,132.29162674841925,COVID
COVID-175,149.85374883949845,112.16995822255981,COVID
COVID-176,165.27788279773156,129.05069300865304,COVID
COVID-177,152.05824319638484,96.90632559575891,COVID
COVID-178,132.57308083802195,70.54079235828375,COVID
COVID-179,102.67901925034396,52.09244048447724,COVID
COVID-180,134.0149439044306,112.67439284866704,COVID
COVID-181,117.78923054551963,74.13725314183124,COVID
COVID-182,174.22971778839164,130.23926759866387,COVID
COVID-183,161.5679131105916,141.18387712599792,COVID
COVID-184,113.33905661010503,87.35158737378332,COVID
COVID-185,152.79348105725887,140.3058971699511,COVID
COVID-186,133.31498529099227,97.13678098348757,COVID
COVID-187,91.30987349134797,106.34790151091214,COVID
COVID-188,163.71678169147995,114.77715430861724,COVID
COVID-189,156.3487209315332,118.14329504288324,COVID
COVID-190,135.7612666524983,140.07126383763838,COVID
COVID-191,173.19023277144552,158.36846234309624,COVID
COVID-192,153.2434424670865,90.29422018848396,COVID
COVID-193,177.42962606682252,165.95041922861935,COVID
COVID-194,125.49154931152896,124.9446196543459,COVID
COVID-195,190.85597476538294,183.36447307869304,COVID
COVID-196,151.52446840639365,116.24408968709292,COVID
COVID-197,138.93085088533687,103.83405367723945,COVID
COVID-198,142.2751758928871,121.51195127556883,COVID
COVID-199,141.72892920660843,139.40690705942103,COVID
COVID-200,149.42165076453284,126.12467657500451,COVID
COVID-201,97.43659466896344,65.53844476546104,COVID
COVID-202,138.8104048053154,102.53125,COVID
COVID-203,147.14128477310098,112.75361335143336,COVID
COVID-204,164.64378474513708,139.80271056605164,COVID
COVID-205,153.08178879430878,104.2425795525448,COVID
COVID-206,163.00935112582633,134.2671434581405,COVID
COVID-207,98.82499077191531,66.61147255059383,COVID
COVID-208,147.20991935213252,126.79813489352856,COVID
COVID-209,126.0372367199472,89.88075341557236,COVID
COVID-210,153.48434581268666,130.634692477157,COVID
COVID-211,142.34513036766927,139.06285899573837,COVID
COVID-212,154.88794308788493,130.68198734648306,COVID
COVID-213,132.67871724029933,119.52945474472554,COVID
COVID-214,121.73237435822865,83.05515553673114,COVID
COVID-215,152.6378004720305,132.786909119534,COVID
COVID-216,188.1106475319068,166.23084705977578,COVID
COVID-217,167.24342009597208,138.13822404758534,COVID
COVID-218,107.39628192078388,117.10750305623472,COVID
COVID-219,143.51291372579726,127.97892126472412,COVID
COVID-220,136.16617263788996,86.35992109156666,COVID
COVID-221,168.4518853256675,138.6647941718599,COVID
COVID-222,139.68622274918624,144.02434350912338,COVID
COVID-223,146.58093309918235,116.4421411560944,COVID
COVID-224,165.82400644288094,131.30881604767788,COVID
COVID-225,158.24871086453172,127.28033095148552,COVID
COVID-226,118.09748213107235,89.88217076424624,COVID
COVID-227,141.46176217268263,122.64152062195282,COVID
COVID-228,170.82749633673,141.47112295274664,COVID
COVID-229,123.78625518730216,86.52304609218437,COVID
COVID-230,152.75087526985158,103.1574020902722,COVID
COVID-231,155.78663549624724,105.26344468135512,COVID
COVID-232,124.51927830784891,75.30724173012301,COVID
COVID-233,135.50836120401337,124.8065456362425,COVID
COVID-234,137.17103835527567,106.62359078495903,COVID
COVID-235,134.38695316607198,116.66552763819095,COVID
COVID-236,169.75455531817317,123.00448631673396,COVID
COVID-237,135.6642543148287,92.37307692307692,COVID
COVID-238,151.26989630988467,127.74478911830903,COVID
COVID-239,188.57192872562948,138.88162383059205,COVID
COVID-240,85.7990402791915,57.16820724884456,COVID
COVID-241,158.41351886444224,128.01493714567414,COVID
COVID-242,62.28674175904073,49.15118132058477,COVID
COVID-243,139.58083242916746,136.14638480965297,COVID
COVID-244,157.24298385924095,135.09299952716322,COVID
COVID-245,159.39504032393373,135.5673070531144,COVID
COVID-246,146.02271786669053,132.78857604940086,COVID
COVID-247,136.265086520285,116.00993377483444,COVID
COVID-248,159.34719969575283,131.3953540192747,COVID
COVID-249,139.00105144237762,96.50131115299517,COVID
COVID-250,117.97277435375443,92.64565805288461,COVID
COVID-251,137.4444133734522,108.4724869804461,COVID
COVID-252,141.7227324079149,102.33500878096045,COVID
COVID-253,122.87250701893714,92.42235215873191,COVID
COVID-254,147.13847719824162,138.1908773527626,COVID
COVID-255,141.555060905359,112.0651420426938,COVID
COVID-256,152.1395062695048,115.38821649690433,COVID
COVID-257,131.9457276764242,121.95194159991888,COVID
COVID-258,129.4235746803727,136.78401784542712,COVID
COVID-259,134.5953289113097,91.29539451016423,COVID
COVID-260,123.11232536548808,100.73340025813853,COVID
COVID-261,143.24342009597208,123.45858447772324,COVID
COVID-262,151.70559613427142,130.16223377662234,COVID
COVID-263,110.43895482153444,90.4822570624566,COVID
COVID-264,171.71594277468932,144.09717868338558,COVID
COVID-265,123.07532354224226,115.2586650419713,COVID
COVID-266,159.19985235064485,137.46202963736397,COVID
COVID-267,149.39859733112604,114.64567438251649,COVID
COVID-268,157.3649959172716,121.33335640138408,COVID
COVID-269,131.34825113813045,110.39898680621278,COVID
COVID-270,180.45613583740675,152.23204446947622,COVID
COVID-271,187.63255444569972,138.28172449843183,COVID
COVID-272,145.51452444603527,134.39354334226988,COVID
COVID-273,150.75177011442824,125.217420102666,COVID
COVID-274,143.2223465061912,108.35637410944369,COVID
COVID-275,176.46495005648706,126.23325062034739,COVID
COVID-276,148.6944329481773,113.28706966657631,COVID
COVID-277,136.77617700025726,101.35722160970232,COVID
COVID-278,155.10294068299012,96.55412614699875,COVID
COVID-279,152.70049552018435,146.11068489760564,COVID
COVID-280,136.77617700025726,101.35722160970232,COVID
COVID-281,159.19248106844444,129.55628260272718,COVID
COVID-282,171.66843771322468,136.79874660044933,COVID
COVID-283,151.01161060838245,98.89272581934452,COVID
COVID-284,146.53100077180343,129.16101552240815,COVID
COVID-285,145.78307848905493,113.05364829034812,COVID
COVID-286,141.16968490285345,137.1208087057394,COVID
COVID-287,147.58881891701435,112.64380977164791,COVID
COVID-288,154.3486985604188,125.0205007256894,COVID
COVID-289,133.20382322345387,96.25411369633005,COVID
COVID-290,155.10407042426817,108.69810118516631,COVID
COVID-291,127.75099831098086,94.672745894869,COVID
COVID-292,152.98606279571817,125.34857902609274,COVID
COVID-293,140.38954821534435,121.32029439035698,COVID
COVID-294,151.00579411863401,126.93387853429694,COVID
COVID-295,154.31529848659412,131.31743246822035,COVID
COVID-296,171.76681468887372,125.53289045199948,COVID
COVID-297,159.30620462858357,147.05907246521122,COVID
COVID-298,152.1982080737352,100.25824693685203,COVID
COVID-299,167.91370342613618,135.35300912556312,COVID
COVID-300,152.17168711759376,107.73699450174057,COVID
COVID-301,150.8258744309348,132.73566534439234,COVID
COVID-302,134.74181496851264,114.32689512736174,COVID
COVID-303,160.45341774700506,122.03981997847569,COVID
COVID-304,159.4947819375622,135.30474942080235,COVID
COVID-305,155.7621950537466,125.51315123925139,COVID
COVID-306,155.9684231720003,105.39690449226123,COVID
COVID-307,178.93106341092383,144.0309219248271,COVID
COVID-308,129.79292177939845,134.16615057949218,COVID
COVID-309,142.55493786422971,111.97276926817408,COVID
COVID-310,161.6183823447165,134.2427041713281,COVID
COVID-311,169.19225735730026,138.8258658008658,COVID
COVID-312,158.72669209516673,131.4637220939184,COVID
COVID-313,158.90539255713023,139.20535392535393,COVID
COVID-314,165.2543148286932,125.17309444275736,COVID
COVID-315,151.48049798100692,95.40802123267473,COVID
COVID-316,158.37896667822508,127.24420641673757,COVID
COVID-317,161.60209617342088,112.42258762440503,COVID
COVID-318,150.60943389894967,125.63906643424366,COVID
COVID-319,173.01735998478765,137.38655326042934,COVID
COVID-320,162.35732262502657,120.27682090599859,COVID
COVID-321,173.01735998478765,137.38655326042934,COVID
COVID-322,177.995279694858,130.300647573631,COVID
COVID-323,164.70567443317188,113.21292860655372,COVID
COVID-324,171.76661334884398,110.6514472892573,COVID
COVID-325,142.23513159808056,113.81380767876013,COVID
COVID-326,144.77108757172738,124.81462545766402,COVID
COVID-327,157.97177883916288,119.08827990696734,COVID
COVID-328,130.73312379056162,104.45535151177889,COVID
COVID-329,155.53142582297738,141.67369619855484,COVID
COVID-330,164.69028310645294,118.63584565045696,COVID
COVID-331,156.14251518439391,117.81945134061569,COVID
COVID-332,134.3450408832116,125.49497118722932,COVID
COVID-333,134.96191317770496,114.93118265777322,COVID
COVID-334,153.51856243218757,90.84560278000535,COVID
COVID-335,141.42821668661423,104.7541499713795,COVID
COVID-336,162.73066296797575,117.54803754803754,COVID
COVID-337,136.8182906231474,125.67899371069183,COVID
COVID-338,156.38478316797352,130.53507666456628,COVID
COVID-339,160.553987091867,115.19320769036175,COVID
COVID-340,110.45609109517791,90.38350386914585,COVID
COVID-341,157.98592856903167,118.53703990501265,COVID
COVID-342,159.12079283229494,108.91277051129607,COVID
COVID-343,174.10779521481862,152.8118717891445,COVID
COVID-344,156.40697531347524,131.5536887921654,COVID
COVID-345,141.4889654478138,92.54384678823422,COVID
COVID-346,167.9528081341372,124.10663016625493,COVID
COVID-347,128.19799554814824,100.45859856328451,COVID
COVID-348,137.4968512656458,103.05895667169649,COVID
COVID-349,103.44049842842921,60.268386056820475,COVID
COVID-350,129.2236440308274,85.19595093318337,COVID
COVID-351,156.02808693415062,112.73900948058127,COVID
COVID-352,134.30340823928145,107.26813827571846,COVID
COVID-353,153.13848838379883,109.2288453522301,COVID
COVID-354,155.53310365655864,120.45938348809298,COVID
COVID-355,151.4621201105133,94.72999880767856,COVID
COVID-356,147.8337602487668,113.74581717451524,COVID
COVID-357,93.84719410297424,92.61874033384886,COVID
COVID-358,156.85426337513005,133.62415287190314,COVID
COVID-359,165.41160613415957,163.26636597130866,COVID
COVID-360,101.72698291965415,97.21544003115265,COVID
COVID-361,151.80751893155556,93.37618363361703,COVID
COVID-362,156.4602633080167,152.33768741481146,COVID
COVID-363,110.17778324627241,109.81573790261795,COVID
COVID-364,171.48791400543618,118.44657874178576,COVID
COVID-365,170.67664791221574,128.13308600689726,COVID
COVID-366,105.70366103287435,98.47937375745526,COVID
COVID-367,163.46720953904318,101.00306661824638,COVID
COVID-368,170.52130289370365,147.9984656240779,COVID
COVID-369,143.94681267547344,117.64245573109956,COVID
COVID-370,146.04183398395992,126.98636874648679,COVID
COVID-371,172.203185646693,161.36251148545176,COVID
COVID-372,128.522824129484,101.18436069480153,COVID
COVID-373,145.04893681278733,128.14929458833439,COVID
COVID-374,166.700048097896,114.31065732237796,COVID
COVID-375,155.41034216619502,117.27709679367187,COVID
COVID-376,135.4805986510218,107.04329966837504,COVID
COVID-377,155.92207022292814,104.04860497101876,COVID
COVID-378,139.571313519983,101.78087448883296,COVID
COVID-379,125.81985660115659,77.15871716380722,COVID
COVID-380,148.04571537231126,132.41197788412396,COVID
COVID-381,111.7864453417747,82.5566080650772,COVID
COVID-382,150.54833838547668,125.21958469574079,COVID
COVID-383,111.39600228185367,73.8017755272098,COVID
COVID-384,146.03320991935215,112.90819577179265,COVID
COVID-385,102.88522499748325,69.91789460539461,COVID
COVID-386,134.45691882641134,112.74610034969156,COVID
COVID-387,137.06022304001073,108.81572572505215,COVID
COVID-388,152.4937081240702,126.17736820505168,COVID
COVID-389,129.39377635596918,81.92767482085496,COVID
COVID-390,132.04178924173107,121.32249688970629,COVID
COVID-391,102.69701681189248,91.83755577681897,COVID
COVID-392,147.28091408373507,99.67194102881835,COVID
COVID-393,142.03798615228018,130.34309140601275,COVID
COVID-394,135.10099439603584,116.55061248298658,COVID
COVID-395,121.17980783212715,93.22721495327103,COVID
COVID-396,156.30721132873234,108.49302414170754,COVID
COVID-397,121.97081688124294,92.25364096042632,COVID
COVID-398,146.4029820695518,107.34383179575198,COVID
COVID-399,193.77416359995973,134.4812120445344,COVID
COVID-400,117.31438127090301,84.02281122415916,COVID
COVID-401,121.75896242771334,98.29574023582734,COVID
COVID-402,183.00501112962942,130.40961061374176,COVID
COVID-403,120.34869856041878,106.1988845510318,COVID
COVID-404,166.79687028109305,136.06705601274223,COVID
COVID-405,128.02474245254527,97.39833531510106,COVID
COVID-406,158.32782631066766,126.20674262392653,COVID
COVID-407,153.79480095300949,141.33952204132152,COVID
COVID-408,139.3926130580195,96.0291679115626,COVID
COVID-409,128.34433619310747,125.90110735815982,COVID
COVID-410,148.6473417523294,100.10877680698968,COVID
COVID-411,151.2349302580508,118.81567065073041,COVID
COVID-412,158.5380476728448,143.35140235569727,COVID
COVID-413,160.1844274672543,124.76777450567943,COVID
COVID-414,146.34768067471282,118.27939076630176,COVID
COVID-415,154.74719522152995,124.38633643617021,COVID
COVID-416,152.12025592554892,121.86686534063345,COVID
COVID-417,119.67806847798123,99.63646863495272,COVID
COVID-418,153.1354123555665,124.23261339092872,COVID
COVID-419,152.76541649422265,147.79365126765612,COVID
COVID-420,143.422411382423,102.2756534101265,COVID
COVID-421,142.08240399995526,125.77785464135933,COVID
COVID-422,158.35695350163869,154.12007640981489,COVID
COVID-423,118.38960414313038,84.45586001980851,COVID
COVID-424,154.22695495576113,119.81561930028188,COVID
COVID-425,135.98195769622265,102.2079461588467,COVID
COVID-426,164.17392422903546,136.50174141512892,COVID
COVID-427,151.09800785226116,109.3142051819463,COVID
COVID-428,141.52317088175747,92.69160556180972,COVID
COVID-429,144.68198342300423,115.12830449295937,COVID
COVID-430,124.84190333441461,105.14934892373107,COVID
COVID-431,136.08200131989574,107.15982439487424,COVID
COVID-432,149.55223095938524,127.19814631512642,COVID
COVID-433,154.5158555273431,127.54336734693878,COVID
COVID-434,144.2924911354459,119.69253694782395,COVID
COVID-435,118.63690562745383,108.96176314391927,COVID
COVID-436,129.16868938826187,116.40413723511604,COVID
COVID-437,127.70435453742128,110.74330449114133,COVID
COVID-438,160.22833077929778,135.6765660694962,COVID
COVID-439,164.04656547465913,115.7274757598867,COVID
COVID-440,127.58378541627052,118.43047139372,COVID
COVID-441,139.8293083969978,109.57975505385863,COVID
COVID-442,139.87837943647162,103.34372230074503,COVID
COVID-443,128.6456191765193,104.92607669889439,COVID
COVID-444,126.98748336148365,102.36239855379053,COVID
COVID-445,154.09891388239504,132.19384237892154,COVID
COVID-446,85.15781702665518,69.15615298646468,COVID
COVID-447,159.12915962908693,131.86467025156065,COVID
COVID-448,150.38205389201462,134.01533219761498,COVID
COVID-449,99.76006979787698,83.60230888773773,COVID
COVID-450,137.86740640485004,103.12788574232059,COVID
COVID-451,95.33044373105446,76.06544238871588,COVID
COVID-452,139.12775024887864,114.7714227037018,COVID
COVID-453,136.52171675932036,135.551733522016,COVID
COVID-454,153.73608796322188,105.67244133622067,COVID
COVID-455,141.7266697240523,95.32966095835158,COVID
COVID-456,143.84916276104295,128.80592930444698,COVID
COVID-457,142.26499703582735,109.4102650521197,COVID
COVID-458,150.93882618762655,106.08046485561749,COVID
COVID-459,126.3110927170837,92.63604058004242,COVID
COVID-460,153.00244963702866,105.49953451733028,COVID
COVID-461,109.78704936186396,68.98931919278229,COVID
COVID-462,139.57815908099462,119.14925970388155,COVID
COVID-463,137.50481538237827,103.12076757532282,COVID
COVID-464,105.26603729264774,91.31968231046932,COVID
COVID-465,170.32178610977505,164.84385525935906,COVID
COVID-466,137.2314068075301,106.3943340187343,COVID
COVID-467,140.86232816187737,94.72895103201985,COVID
COVID-468,157.5222984082952,144.9561732385262,COVID
COVID-469,146.89542622565745,108.00923669018601,COVID
COVID-470,145.01317658639164,98.37840716836895,COVID
COVID-471,127.61284549389828,90.29390442064914,COVID
COVID-472,107.33459357277883,98.6786584555403,COVID
COVID-473,134.31859822597062,88.35452740708062,COVID
COVID-474,158.42295947472624,149.91665784178755,COVID
COVID-475,114.50973702755003,95.64839730906213,COVID
COVID-476,149.94011252670552,135.29638719251184,COVID
COVID-477,148.9745640429078,130.24903316535801,COVID
COVID-478,114.76970056263353,84.96766273116707,COVID
COVID-479,112.23528819588148,120.4942726231386,COVID
COVID-480,149.5474882831288,114.03214997283101,COVID
COVID-481,46.62330398988826,78.02656826568266,COVID
COVID-482,121.36073421997517,103.04244229337304,COVID
COVID-483,150.73141240030873,118.02566967953985,COVID
COVID-484,117.0086576212794,89.19061366993421,COVID
COVID-485,154.18068030558942,122.38052707023928,COVID
COVID-486,148.63688325633942,100.3052805931301,COVID
COVID-487,153.237301596179,89.86654970118975,COVID
COVID-488,132.5537521951656,93.3328502415459,COVID
COVID-489,140.61646961443384,117.72329094164638,COVID
COVID-490,154.05418283911814,121.45321317274488,COVID
COVID-491,107.62929944855203,90.36512309495897,COVID
COVID-492,156.3404324336417,118.1121052631579,COVID
COVID-493,161.22635093567186,148.72810417928528,COVID
COVID-494,146.57141418999788,129.54976334911007,COVID
COVID-495,186.64806881354795,141.1720202874049,COVID
COVID-496,162.01282983411818,152.14601904068886,COVID
COVID-497,147.58783458798,112.90855295068715,COVID
COVID-498,162.5142783637767,137.6380756289861,COVID
COVID-499,164.41311618438272,143.5282983331764,COVID
COVID-500,153.00180087471057,116.03790342149964,COVID
COVID-501,150.55380812295164,135.12241347399592,COVID
COVID-502,185.25071307927203,139.1547958544898,COVID
COVID-503,149.67757631346404,138.9732979717308,COVID
COVID-504,153.91656692878155,110.84857507443641,COVID
COVID-505,113.34567845997249,75.55217116749006,COVID
COVID-506,163.1342490576168,134.54879967857502,COVID
COVID-507,167.3689108622946,120.91579144786196,COVID
COVID-508,121.68102146508429,88.4640712763897,COVID
COVID-509,155.9670920906925,143.06766786299175,COVID
COVID-510,183.89844632610374,146.00799560241867,COVID
COVID-511,150.24807328777084,82.5426513198118,COVID
COVID-512,155.68133466068613,127.4311813862035,COVID
COVID-513,136.24601514524446,101.59185193064567,COVID
COVID-514,152.56387512443933,103.9961463501063,COVID
COVID-515,137.44997259538485,116.44841063954897,COVID
COVID-516,172.2206574870527,111.61884322352184,COVID
COVID-517,121.71838122616079,83.30773193462277,COVID
COVID-518,158.992382635541,143.2142348551736,COVID
COVID-519,132.84770863860584,116.60025324818322,COVID
COVID-520,134.77720607152045,101.48432413911256,COVID
COVID-521,105.26137291529177,87.39314211774854,COVID
COVID-522,94.41663963490342,72.66272461345591,COVID
COVID-523,68.14283956555296,33.89878097521982,COVID
COVID-524,95.26871064082057,62.03734460974118,COVID
COVID-525,119.03337770271025,87.82932143598256,COVID
COVID-526,125.30203241574479,107.67253647299718,COVID
COVID-527,98.9328754711916,66.0818313306631,COVID
COVID-528,168.6377781009161,148.8764490543014,COVID
COVID-529,96.9825729018691,65.05041673476059,COVID
COVID-530,160.59471370566325,110.04612028669368,COVID
COVID-531,167.9070592051543,151.69392728336095,COVID
COVID-532,141.45836176329124,122.90767110702802,COVID
COVID-533,126.2098969810181,76.56122004357299,COVID
COVID-534,165.73141240030873,154.3881121808288,COVID
COVID-535,102.89630988467691,69.49712734389797,COVID
COVID-536,155.08631894497825,115.13150158977743,COVID
